Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Absenteeism time in hours
23,10,6,4,291.0,31.0,12.0,40.0,284.853,91.0,0,1,1,1,0,1,73.0,171.0,1.0
23,10,3,4,225.0,26.0,9.0,28.0,284.853,91.0,0,1,1,0,0,2,69.0,169.0,2.0
23,10,3,4,369.0,17.0,12.0,31.0,284.853,91.0,0,1,3,1,0,0,70.0,169.0,8.0
23,10,3,4,369.0,17.0,12.0,31.0,284.853,91.0,0,1,3,1,0,0,70.0,169.0,3.0
23,10,3,4,225.0,26.0,9.0,28.0,284.853,91.0,0,1,1,0,0,2,69.0,169.0,4.0
26,10,3,4,369.0,17.0,12.0,31.0,284.853,91.0,0,1,3,1,0,0,70.0,169.0,8.0
28,10,4,4,179.0,51.0,18.0,38.0,284.853,91.0,0,1,0,1,0,0,89.0,170.0,3.0
1,10,4,4,228.0,14.000000000000002,16.0,58.0,284.853,91.0,0,1,2,0,0,1,65.0,172.0,1.0
23,10,4,4,291.0,31.0,12.0,40.0,284.853,91.0,0,1,1,1,0,1,73.0,171.0,1.0
10,10,5,4,369.0,17.0,12.0,31.0,284.853,91.0,0,1,3,1,0,0,70.0,169.0,8.0
13,10,5,4,225.0,26.0,9.0,28.0,284.853,91.0,0,1,1,0,0,2,69.0,169.0,1.0
10,10,6,4,369.0,17.0,12.0,31.0,284.853,91.0,0,1,3,1,0,0,70.0,169.0,8.0
10,10,6,4,225.0,26.0,9.0,28.0,284.853,91.0,0,1,1,0,0,2,69.0,169.0,3.0
23,10,2,4,189.0,29.0,13.0,33.0,284.853,91.0,0,1,2,0,0,2,69.0,167.0,8.0
6,10,2,4,235.0,16.0,8.0,32.0,284.853,91.0,0,3,0,0,0,0,75.0,178.0,8.0
10,10,2,4,248.0,25.0,14.0,47.0,284.853,91.0,0,1,2,0,0,1,86.0,165.0,8.0
0,10,2,4,225.0,26.0,9.0,28.0,284.853,91.0,1,1,1,0,0,2,69.0,169.0,0.0
13,10,3,4,225.0,26.0,9.0,28.0,284.853,91.0,0,1,1,0,0,2,69.0,169.0,3.0
21,11,3,4,179.0,51.0,18.0,38.0,268.519,93.0,0,1,0,1,0,0,89.0,170.0,1.0
28,11,4,4,118.0,10.0,10.0,37.0,268.519,93.0,0,1,0,0,0,0,83.0,172.0,3.0
2,11,4,4,330.0,16.0,4.0,28.0,268.519,93.0,0,2,0,0,0,0,84.0,182.0,24.0
28,11,6,4,179.0,51.0,18.0,38.0,268.519,93.0,0,1,0,1,0,0,89.0,170.0,1.0
9,11,3,4,118.0,10.0,10.0,37.0,268.519,93.0,0,1,0,0,0,0,83.0,172.0,8.0
24,11,4,4,289.0,36.0,13.0,33.0,268.519,93.0,0,1,2,1,0,1,90.0,172.0,8.0
1,11,6,4,235.0,16.0,8.0,32.0,268.519,93.0,0,3,0,0,0,0,75.0,178.0,8.0
23,11,6,4,225.0,26.0,9.0,28.0,268.519,93.0,0,1,1,0,0,2,69.0,169.0,4.0
22,11,3,4,361.0,52.0,3.0,28.0,268.519,93.0,0,1,1,1,0,4,80.0,172.0,8.0
28,11,4,4,291.0,31.0,12.0,40.0,268.519,93.0,0,1,1,1,0,1,73.0,171.0,2.0
13,11,5,4,118.0,10.0,10.0,37.0,268.519,93.0,0,1,0,0,0,0,83.0,172.0,2.0
14,11,5,4,225.0,26.0,9.0,28.0,268.519,93.0,0,1,1,0,0,2,69.0,169.0,3.0
28,11,2,4,179.0,51.0,18.0,38.0,268.519,93.0,0,1,0,1,0,0,89.0,170.0,1.0
23,11,2,4,118.0,10.0,10.0,37.0,268.519,93.0,0,1,0,0,0,0,83.0,172.0,8.0
8,11,3,4,118.0,10.0,10.0,37.0,268.519,93.0,0,1,0,0,0,0,83.0,172.0,8.0
23,11,3,4,225.0,26.0,9.0,28.0,268.519,93.0,0,1,1,0,0,2,69.0,169.0,2.0
0,11,3,4,291.0,31.0,12.0,40.0,268.519,93.0,1,1,1,1,0,1,73.0,171.0,0.0
0,11,4,4,289.0,36.0,13.0,33.0,268.519,93.0,1,1,2,1,0,1,90.0,172.0,0.0
14,11,5,4,248.0,25.0,14.0,47.0,268.519,93.0,0,1,2,0,0,1,86.0,165.0,4.0
0,11,5,4,235.0,20.0,13.0,43.0,268.519,93.0,1,1,1,1,0,0,106.0,167.0,0.0
23,11,6,4,225.0,26.0,9.0,28.0,268.519,93.0,0,1,1,0,0,2,69.0,169.0,2.0
26,11,6,4,369.0,17.0,12.0,31.0,268.519,93.0,0,1,3,1,0,0,70.0,169.0,8.0
28,11,2,4,361.0,52.0,3.0,28.0,268.519,93.0,0,1,1,1,0,4,80.0,172.0,2.0
13,12,3,4,179.0,51.0,18.0,38.0,280.549,98.0,0,1,0,1,0,0,89.0,170.0,32.0
28,12,4,4,291.0,31.0,12.0,40.0,280.549,98.0,0,1,1,1,0,1,73.0,171.0,1.0
23,12,4,4,225.0,26.0,9.0,28.0,280.549,98.0,0,1,1,0,0,2,69.0,169.0,3.0
13,12,6,4,179.0,26.0,9.0,30.0,280.549,98.0,0,3,0,0,0,0,56.0,171.0,1.0
23,12,6,4,225.0,26.0,9.0,28.0,280.549,98.0,0,1,1,0,0,2,69.0,169.0,3.0
14,12,5,4,361.0,52.0,3.0,28.0,280.549,98.0,0,1,1,1,0,4,80.0,172.0,4.0
18,12,6,4,179.0,22.0,17.0,40.0,280.549,98.0,0,2,2,0,1,0,63.0,170.0,2.0
26,12,6,4,235.0,20.0,13.0,43.0,280.549,98.0,0,1,1,1,0,0,106.0,167.0,8.0
18,12,2,4,233.0,51.0,1.0,31.0,280.549,98.0,0,2,1,1,0,8,68.0,178.0,8.0
13,12,3,4,179.0,26.0,9.0,30.0,280.549,98.0,0,3,0,0,0,0,56.0,171.0,16.0
23,12,3,4,225.0,26.0,9.0,28.0,280.549,98.0,0,1,1,0,0,2,69.0,169.0,2.0
23,12,5,4,225.0,26.0,9.0,28.0,280.549,98.0,0,1,1,0,0,2,69.0,169.0,3.0
23,12,2,4,225.0,26.0,9.0,28.0,280.549,98.0,0,1,1,0,0,2,69.0,169.0,2.0
18,12,3,2,155.0,12.0,14.0,34.0,280.549,98.0,0,1,2,1,0,0,95.0,196.0,80.0
12,1,2,2,179.0,26.0,9.0,30.0,313.532,96.0,0,3,0,0,0,0,56.0,171.0,24.0
12,1,5,2,179.0,26.0,9.0,30.0,313.532,96.0,0,3,0,0,0,0,56.0,171.0,16.0
25,1,5,2,179.0,22.0,17.0,40.0,313.532,96.0,0,2,2,0,1,0,63.0,170.0,2.0
25,1,6,2,179.0,22.0,17.0,40.0,313.532,96.0,0,2,2,0,1,0,63.0,170.0,2.0
13,1,2,2,179.0,26.0,9.0,30.0,313.532,96.0,0,3,0,0,0,0,56.0,171.0,3.0
25,1,4,2,179.0,22.0,17.0,40.0,313.532,96.0,0,2,2,0,1,0,63.0,170.0,2.0
10,1,5,2,289.0,48.0,29.0,49.0,313.532,96.0,0,1,0,0,0,2,108.0,172.0,8.0
18,1,6,2,179.0,22.0,17.0,40.0,313.532,96.0,0,2,2,0,1,0,63.0,170.0,3.0
27,1,2,2,179.0,26.0,9.0,30.0,313.532,96.0,0,3,0,0,0,0,56.0,171.0,2.0
18,1,3,2,155.0,12.0,14.0,34.0,313.532,96.0,0,1,2,1,0,0,95.0,196.0,8.0
27,1,4,2,179.0,26.0,9.0,30.0,313.532,96.0,0,3,0,0,0,0,56.0,171.0,2.0
27,1,4,2,179.0,51.0,18.0,38.0,313.532,96.0,0,1,0,1,0,0,89.0,170.0,3.0
13,1,4,2,289.0,36.0,13.0,33.0,313.532,96.0,0,1,2,1,0,1,90.0,172.0,8.0
27,1,5,2,179.0,51.0,18.0,38.0,313.532,96.0,0,1,0,1,0,0,89.0,170.0,3.0
27,1,6,2,179.0,51.0,18.0,38.0,313.532,96.0,0,1,0,1,0,0,89.0,170.0,2.0
13,2,3,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,8.0
23,2,3,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,3.0
1,2,4,2,248.0,25.0,14.0,47.0,264.249,97.0,0,1,2,0,0,1,86.0,165.0,8.0
27,2,4,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,2.0
28,2,5,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,3.0
27,2,5,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,2.0
27,2,5,2,179.0,26.0,9.0,30.0,264.249,97.0,0,3,0,0,0,0,56.0,171.0,2.0
28,2,6,2,225.0,15.0,15.0,41.0,264.249,97.0,0,4,2,1,0,2,94.0,182.0,2.0
27,2,6,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,2.0
19,2,2,2,233.0,51.0,1.0,31.0,264.249,97.0,0,2,1,1,0,8,68.0,178.0,2.0
27,2,2,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,2.0
7,2,3,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,8.0
27,2,4,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,3.0
27,2,5,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,3.0
25,2,5,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,3.0
13,2,5,2,179.0,26.0,9.0,30.0,264.249,97.0,0,3,0,0,0,0,56.0,171.0,2.0
23,2,6,2,179.0,22.0,17.0,40.0,264.249,97.0,0,2,2,0,1,0,63.0,170.0,2.0
27,2,6,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,3.0
12,2,4,2,233.0,51.0,1.0,31.0,264.249,97.0,0,2,1,1,0,8,68.0,178.0,3.0
27,2,4,2,179.0,26.0,9.0,30.0,264.249,97.0,0,3,0,0,0,0,56.0,171.0,2.0
13,2,5,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,8.0
25,2,2,2,155.0,12.0,14.0,34.0,264.249,97.0,0,1,2,1,0,0,95.0,196.0,5.0
25,2,2,2,235.0,16.0,8.0,32.0,264.249,97.0,0,3,0,0,0,0,75.0,178.0,3.0
7,2,2,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,2.0
27,2,3,2,179.0,51.0,18.0,38.0,264.249,97.0,0,1,0,1,0,0,89.0,170.0,2.0
23,2,3,2,248.0,25.0,14.0,47.0,264.249,97.0,0,1,2,0,0,1,86.0,165.0,2.0
25,2,3,2,225.0,26.0,9.0,28.0,264.249,97.0,0,1,1,0,0,2,69.0,169.0,2.0
25,2,6,2,235.0,16.0,8.0,32.0,264.249,97.0,0,3,0,0,0,0,75.0,178.0,2.0
27,3,2,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,2.0
23,3,2,2,248.0,25.0,14.0,47.0,222.196,99.0,0,1,2,0,0,1,86.0,165.0,2.0
25,3,3,2,228.0,14.000000000000002,16.0,58.0,222.196,99.0,0,1,2,0,0,1,65.0,172.0,3.0
25,3,3,2,248.0,25.0,14.0,47.0,222.196,99.0,0,1,2,0,0,1,86.0,165.0,3.0
27,3,4,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,2.0
27,3,5,2,225.0,26.0,9.0,28.0,222.196,99.0,0,1,1,0,0,2,69.0,169.0,2.0
27,3,5,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
25,3,5,2,225.0,26.0,9.0,28.0,222.196,99.0,0,1,1,0,0,2,69.0,169.0,2.0
27,3,6,2,179.0,26.0,9.0,30.0,222.196,99.0,0,3,0,0,0,0,56.0,171.0,3.0
25,3,2,2,235.0,16.0,8.0,32.0,222.196,99.0,0,3,0,0,0,0,75.0,178.0,3.0
19,3,2,2,361.0,52.0,3.0,28.0,222.196,99.0,0,1,1,1,0,4,80.0,172.0,8.0
13,3,3,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,8.0
27,3,6,2,179.0,26.0,9.0,30.0,222.196,99.0,0,3,0,0,0,0,56.0,171.0,2.0
10,3,2,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,4.0
13,3,2,2,248.0,25.0,14.0,47.0,222.196,99.0,0,1,2,0,0,1,86.0,165.0,2.0
27,3,2,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
7,3,2,2,225.0,26.0,9.0,28.0,222.196,99.0,0,1,1,0,0,2,69.0,169.0,8.0
27,3,3,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,2.0
23,3,4,2,289.0,36.0,13.0,33.0,222.196,99.0,0,1,2,1,0,1,90.0,172.0,8.0
25,3,4,2,228.0,14.000000000000002,16.0,58.0,222.196,99.0,0,1,2,0,0,1,65.0,172.0,2.0
23,3,5,2,248.0,25.0,14.0,47.0,222.196,99.0,0,1,2,0,0,1,86.0,165.0,3.0
23,3,6,2,179.0,26.0,9.0,30.0,222.196,99.0,0,3,0,0,0,0,56.0,171.0,2.0
27,3,6,2,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
27,3,3,3,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
23,3,4,3,118.0,15.0,24.0,46.0,222.196,99.0,0,1,2,1,1,0,75.0,175.0,8.0
13,3,4,3,155.0,12.0,14.0,34.0,222.196,99.0,0,1,2,1,0,0,95.0,196.0,24.0
27,3,4,3,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
27,3,5,3,179.0,51.0,18.0,38.0,222.196,99.0,0,1,0,1,0,0,89.0,170.0,3.0
13,3,2,3,179.0,26.0,9.0,30.0,222.196,99.0,0,3,0,0,0,0,56.0,171.0,2.0
22,3,4,3,369.0,17.0,12.0,31.0,222.196,99.0,0,1,3,1,0,0,70.0,169.0,8.0
13,4,2,3,225.0,26.0,9.0,28.0,246.288,91.0,0,1,1,0,0,2,69.0,169.0,8.0
10,4,2,3,118.0,10.0,10.0,37.0,246.288,91.0,0,1,0,0,0,0,83.0,172.0,8.0
19,4,3,3,361.0,52.0,3.0,28.0,246.288,91.0,0,1,1,1,0,4,80.0,172.0,8.0
19,4,4,3,248.0,25.0,14.0,47.0,246.288,91.0,0,1,2,0,0,1,86.0,165.0,8.0
13,4,5,3,189.0,29.0,13.0,33.0,246.288,91.0,0,1,2,0,0,2,69.0,167.0,8.0
27,4,6,3,179.0,26.0,9.0,30.0,246.288,91.0,0,3,0,0,0,0,56.0,171.0,2.0
7,4,2,3,369.0,17.0,12.0,31.0,246.288,91.0,0,1,3,1,0,0,70.0,169.0,24.0
16,4,3,3,179.0,22.0,17.0,40.0,246.288,91.0,0,2,2,0,1,0,63.0,170.0,2.0
23,4,3,3,118.0,13.0,18.0,50.0,246.288,91.0,0,1,1,1,0,0,98.0,178.0,3.0
23,4,3,3,361.0,52.0,3.0,28.0,246.288,91.0,0,1,1,1,0,4,80.0,172.0,2.0
10,4,4,3,118.0,10.0,10.0,37.0,246.288,91.0,0,1,0,0,0,0,83.0,172.0,2.0
22,4,6,3,235.0,11.0,14.0,37.0,246.288,91.0,0,3,1,0,0,1,88.0,172.0,8.0
19,4,2,3,225.0,26.0,9.0,28.0,246.288,91.0,0,1,1,0,0,2,69.0,169.0,8.0
16,4,3,3,235.0,16.0,8.0,32.0,246.288,91.0,0,3,0,0,0,0,75.0,178.0,3.0
28,4,3,3,155.0,12.0,14.0,34.0,246.288,91.0,0,1,2,1,0,0,95.0,196.0,4.0
19,4,5,3,225.0,26.0,9.0,28.0,246.288,91.0,0,1,1,0,0,2,69.0,169.0,8.0
14,4,5,3,118.0,13.0,18.0,50.0,246.288,91.0,0,1,1,1,0,0,98.0,178.0,2.0
22,5,2,3,235.0,11.0,14.0,37.0,237.656,99.0,0,3,1,0,0,1,88.0,172.0,8.0
19,5,4,3,225.0,15.0,15.0,41.0,237.656,99.0,0,4,2,1,0,2,94.0,182.0,3.0
28,5,4,3,235.0,16.0,8.0,32.0,237.656,99.0,0,3,0,0,0,0,75.0,178.0,2.0
8,5,4,3,118.0,10.0,10.0,37.0,237.656,99.0,0,1,0,0,0,0,83.0,172.0,3.0
26,5,4,3,235.0,20.0,13.0,43.0,237.656,99.0,0,1,1,1,0,0,106.0,167.0,8.0
13,5,5,3,179.0,26.0,9.0,30.0,237.656,99.0,0,3,0,0,0,0,56.0,171.0,1.0
28,5,5,3,291.0,31.0,12.0,40.0,237.656,99.0,0,1,1,1,0,1,73.0,171.0,2.0
14,5,5,3,225.0,15.0,15.0,41.0,237.656,99.0,0,4,2,1,0,2,94.0,182.0,8.0
19,5,6,3,300.0,26.0,13.0,43.0,237.656,99.0,0,1,2,1,1,1,77.0,175.0,63.99999999999999
22,5,6,3,225.0,15.0,15.0,41.0,237.656,99.0,0,4,2,1,0,2,94.0,182.0,8.0
27,5,6,3,179.0,26.0,9.0,30.0,237.656,99.0,0,3,0,0,0,0,56.0,171.0,2.0
23,5,2,3,118.0,13.0,18.0,50.0,237.656,99.0,0,1,1,1,0,0,98.0,178.0,2.0
5,5,3,3,118.0,13.0,18.0,50.0,237.656,99.0,0,1,1,1,0,0,98.0,178.0,3.0
28,5,3,3,118.0,10.0,10.0,37.0,237.656,99.0,0,1,0,0,0,0,83.0,172.0,1.0
0,5,3,3,118.0,13.0,18.0,50.0,237.656,99.0,1,1,1,1,0,0,98.0,178.0,0.0
27,5,4,3,179.0,26.0,9.0,30.0,237.656,99.0,0,3,0,0,0,0,56.0,171.0,2.0
0,5,4,3,378.0,49.0,11.0,36.0,237.656,99.0,1,1,2,0,1,4,65.0,174.0,0.0
16,5,6,3,179.0,22.0,17.0,40.0,237.656,99.0,0,2,2,0,1,0,63.0,170.0,1.0
10,5,2,3,155.0,12.0,14.0,34.0,237.656,99.0,0,1,2,1,0,0,95.0,196.0,48.0
10,5,2,3,235.0,16.0,8.0,32.0,237.656,99.0,0,3,0,0,0,0,75.0,178.0,8.0
22,5,4,3,291.0,31.0,12.0,40.0,237.656,99.0,0,1,1,1,0,1,73.0,171.0,8.0
10,5,4,3,179.0,22.0,17.0,40.0,237.656,99.0,0,2,2,0,1,0,63.0,170.0,8.0
6,5,4,3,225.0,26.0,9.0,28.0,237.656,99.0,0,1,1,0,0,2,69.0,169.0,3.0
10,5,5,3,330.0,16.0,4.0,28.0,237.656,99.0,0,2,0,0,0,0,84.0,182.0,8.0
23,5,5,3,235.0,16.0,8.0,32.0,237.656,99.0,0,3,0,0,0,0,75.0,178.0,2.0
7,5,2,3,361.0,52.0,3.0,28.0,237.656,99.0,0,1,1,1,0,4,80.0,172.0,8.0
23,5,4,3,155.0,12.0,14.0,34.0,237.656,99.0,0,1,2,1,0,0,95.0,196.0,2.0
25,5,6,3,179.0,22.0,17.0,40.0,237.656,99.0,0,2,2,0,1,0,63.0,170.0,8.0
10,5,6,3,155.0,12.0,14.0,34.0,237.656,99.0,0,1,2,1,0,0,95.0,196.0,8.0
11,5,2,3,225.0,26.0,9.0,28.0,237.656,99.0,0,1,1,0,0,2,69.0,169.0,1.0
7,6,4,3,118.0,15.0,24.0,46.0,275.089,96.0,0,1,2,1,1,0,75.0,175.0,8.0
27,6,4,3,179.0,26.0,9.0,30.0,275.089,96.0,0,3,0,0,0,0,56.0,171.0,3.0
26,6,6,3,118.0,10.0,10.0,37.0,275.089,96.0,0,1,0,0,0,0,83.0,172.0,8.0
10,6,4,3,118.0,10.0,10.0,37.0,275.089,96.0,0,1,0,0,0,0,83.0,172.0,8.0
22,6,5,3,378.0,49.0,11.0,36.0,275.089,96.0,0,1,2,0,1,4,65.0,174.0,8.0
19,6,5,3,118.0,13.0,18.0,50.0,275.089,96.0,0,1,1,1,0,0,98.0,178.0,24.0
19,6,6,3,233.0,51.0,1.0,31.0,275.089,96.0,0,2,1,1,0,8,68.0,178.0,8.0
27,6,6,3,179.0,26.0,9.0,30.0,275.089,96.0,0,3,0,0,0,0,56.0,171.0,2.0
0,6,2,3,235.0,29.0,12.0,48.0,275.089,96.0,1,1,1,0,1,5,88.0,163.0,0.0
0,6,2,3,268.0,11.0,8.0,33.0,275.089,96.0,1,2,0,0,0,0,79.0,178.0,0.0
19,6,5,3,118.0,13.0,18.0,50.0,275.089,96.0,0,1,1,1,0,0,98.0,178.0,3.0
13,6,5,3,179.0,26.0,9.0,30.0,275.089,96.0,0,3,0,0,0,0,56.0,171.0,2.0
28,6,5,3,291.0,31.0,12.0,40.0,275.089,96.0,0,1,1,1,0,1,73.0,171.0,2.0
13,6,2,1,179.0,26.0,9.0,30.0,275.089,96.0,0,3,0,0,0,0,56.0,171.0,3.0
25,6,2,1,118.0,10.0,10.0,37.0,275.089,96.0,0,1,0,0,0,0,83.0,172.0,3.0
22,6,5,1,233.0,51.0,1.0,31.0,275.089,96.0,0,2,1,1,0,8,68.0,178.0,8.0
8,6,6,1,118.0,10.0,10.0,37.0,275.089,96.0,0,1,0,0,0,0,83.0,172.0,2.0
10,6,4,1,118.0,10.0,10.0,37.0,275.089,96.0,0,1,0,0,0,0,83.0,172.0,3.0
22,6,4,1,233.0,51.0,1.0,31.0,275.089,96.0,0,2,1,1,0,8,68.0,178.0,3.0
26,7,4,1,235.0,20.0,13.0,43.0,264.604,93.0,0,1,1,1,0,0,106.0,167.0,4.0
19,7,6,1,233.0,51.0,1.0,31.0,264.604,93.0,0,2,1,1,0,8,68.0,178.0,2.0
6,7,2,1,228.0,14.000000000000002,16.0,58.0,264.604,93.0,0,1,2,0,0,1,65.0,172.0,8.0
28,7,2,1,118.0,10.0,10.0,37.0,264.604,93.0,0,1,0,0,0,0,83.0,172.0,4.0
22,7,3,1,189.0,29.0,13.0,33.0,264.604,93.0,0,1,2,0,0,2,69.0,167.0,16.0
23,7,4,1,118.0,10.0,10.0,37.0,264.604,93.0,0,1,0,0,0,0,83.0,172.0,2.0
22,7,4,1,361.0,52.0,3.0,28.0,264.604,93.0,0,1,1,1,0,4,80.0,172.0,8.0
22,7,4,1,225.0,26.0,9.0,28.0,264.604,93.0,0,1,1,0,0,2,69.0,169.0,8.0
13,7,2,1,369.0,17.0,12.0,31.0,264.604,93.0,0,1,3,1,0,0,70.0,169.0,80.0
14,7,3,1,289.0,36.0,13.0,33.0,264.604,93.0,0,1,2,1,0,1,90.0,172.0,8.0
11,7,3,1,235.0,11.0,14.0,37.0,264.604,93.0,0,3,1,0,0,1,88.0,172.0,4.0
0,0,3,1,118.0,14.000000000000002,13.0,40.0,271.219,95.0,0,1,1,1,0,8,98.0,170.0,0.0
0,0,4,2,231.0,35.0,14.0,39.0,271.219,95.0,0,1,2,1,0,2,100.0,170.0,0.0
0,0,6,3,179.0,45.0,14.0,53.0,271.219,95.0,0,1,1,0,0,1,77.0,175.0,0.0
